proposal_id,voter,option,tx_hash,timestamp
161,osmo1ampns3zpuntve6gw0gcxmhf6xp27je37700k92,VOTE_OPTION_YES,A57752A30A5209F48BD3632D5B53BD7A79F76D717EAF11C391E589739ED28F78,2022-02-28 17:59:11.015193+00
161,osmo1jk4a54lkjc78uskl70cvqvl58sx2tukyflu94q,VOTE_OPTION_YES,90075092EE1CE426C86878CC91B63CDD9C3BBE3D95277154123990D60F08A583,2022-03-01 04:24:03.823168+00
161,osmo1g58ygqarzjtkg88ld0rh2mw552phmhvd6ev69u,VOTE_OPTION_YES,793AAD91B78ECB6381F249B3C781A0DE091FF996D6F19E38D9E71D456B15FEAD,2022-02-28 16:58:33.575348+00
161,osmo16tgy4h3dph64q76stc50dqjk5k6sys359q6n78,VOTE_OPTION_YES,D7243AB14D70A209370E2CFA5867548E28DA5B5FD35A42F0BA2B0B08CDA6421C,2022-02-28 16:58:39.579421+00
161,osmo1thgnyrdymwfjt6yuf3j33gzd8dprk5e6z8454g,VOTE_OPTION_YES,3AF28FCD5808705E53A22E6DDA89B32ADE88FC7C7BC99A28509697F6DA223580,2022-02-28 16:58:45.557191+00
161,osmo1rqcyv7wk85352l9a9v3wann6htrs4zg3heutkr,VOTE_OPTION_YES,BB37C493F8734B1565A6C5971CF0717766917A1469808A987EB37246A2D0BC81,2022-02-28 16:58:58.527205+00
161,osmo1gdhvt765en6trumwh4kr2qg0x5hd8p3xd7933f,VOTE_OPTION_YES,5D6A506F3C7726D4B7DD3C8D8593DF12907DA56241F73E50BBE75D87FAC19B37,2022-02-28 16:58:58.527205+00
161,osmo16eh8fp3y8z2w0ftx9srkatavcte5rynw9cw9xn,VOTE_OPTION_ABSTAIN,593B5ED347A05F1AC9039EDBD8AA7100C4543E875B0A793762ED5C4E9B28AC66,2022-02-28 16:59:17.397194+00
161,osmo15r38sylysdcyyrkrs4jr233mgc86qah6wa6ar5,VOTE_OPTION_YES,8C4DBAB26B6D49C57ADF7C56BA2B08DB2DDE5B58F5A6E36ED1DCF3B32CAE41C7,2022-02-28 16:59:17.397194+00
161,osmo17aq5ax8ysmznfrw65ha5vn5mzt4962fpes2sar,VOTE_OPTION_YES,3B8FB562F8D4E7B12B902AD2DF0E66581D86A63C01B939761E9A6E5CC7E99F78,2022-02-28 16:59:17.397194+00
161,osmo1zg453l326xgrk5nm2prru4teqkym8zc9pe5r0z,VOTE_OPTION_YES,2AC468679B81AE96BAD02FA7FFF18D4C3F1BB6C08ADCF5E8638ACAA27D3167BE,2022-02-28 16:59:17.397194+00
161,osmo1qcual5kgmw3gqc9q22hlp0aluc3t7rnsfc277k,VOTE_OPTION_YES,7768051602243400A95DEF5A6DCFD342DFABC4326CA7AD726273B1C8F6260641,2022-02-28 16:59:29.829794+00
161,osmo1flswm9qxz09cljf2axw9a0zh7kkj544v28tefn,VOTE_OPTION_YES,BB66C38F6513374BA3FB7693389F649D43A8F87B8B78B0E62608CD7C31FCA8A2,2022-02-28 16:59:29.829794+00
161,osmo1tngsl3htr8ltdtcqmjv05207tsvesezkkq5y3y,VOTE_OPTION_YES,C380C5942622F79209D5F33549B978F8902A5531059AA94D95D18409FF38B4C1,2022-02-28 16:59:35.829755+00
161,osmo18wzrerlnpgw2w7rg6kmpfn0nuft0v92ja83zgp,VOTE_OPTION_YES,5FF12E648B44BD0B89F0E2D28107FCBD0C69BA193A650FF8A6241282E06624EF,2022-03-01 19:30:18.258716+00
161,osmo1fw25n3p8cxvdnrkullytc2jdhyvl732j003sg4,VOTE_OPTION_YES,FD4718B798C7A86153687661BF73F5F8F082D2B193EAD2A5D15BD78E9AAA7CB9,2022-02-28 17:01:20.791127+00
161,osmo1vhl2e00hv75t7gflaarvs49eeyxctzfmt6du86,VOTE_OPTION_YES,BEC6046465E0B993C8EC0932B1E4C46A039908963CB5E9627466FC8FA011F70D,2022-02-28 17:01:53.604477+00
161,osmo1cz9mxrnclxvmnqvxhmwd9x6m377kcw4cffhf43,VOTE_OPTION_YES,F00D7FFDEECDCC33A2A82A332034A9248D36DEAC225496F0B299806F75434648,2022-02-28 17:01:53.604477+00
161,osmo1jm3xuu9tutpww3dndddujacx9kh2hqg5sxgwny,VOTE_OPTION_YES,F32C352CCFA3B638D824498A01FC60E3CBC096DCA10CFCB152F1A96E1CE4DF1F,2022-02-28 17:02:00.47375+00
161,osmo14paqu4gpz2hrezg4cwle0a6qrsaes72eut3mm7,VOTE_OPTION_ABSTAIN,09D72BF7055E03896180AC81DF8F2D2F21C0266AEBEAE97378DB2A0DB9FD2491,2022-02-28 17:02:12.668523+00
161,osmo1mpf3hpe2j5mvqdv89vm7wus02feqhu3p2cg8sr,VOTE_OPTION_YES,CD0DB17ABA8C2FD25586414A6639D53DD3441284F090C4AA14F44EB6BDA5F45E,2022-02-28 17:02:31.04863+00
